id,customer_id,employee_id,order_date,required_date,shipped_date,ship_via,freight,ship_name,ship_address,ship_city,ship_region,ship_postal_code,ship_country
23587,ALFKI,4,"2015-03-01 22:10:22","2015-03-17 04:00:53","2015-03-11 01:30:07",2,477,"Bólido Comidas preparadas","C/ Araquil, 67",Madrid,"Southern Europe",28023,Spain
23588,LAUGB,4,"2012-07-24 09:55:22","2012-08-02 17:19:44","2012-07-29 01:20:45",3,76.75,"Pericles Comidas clásicas","Calle Dr. Jorge Cash 321","México D.F.","Central America",05033,Mexico
23589,GODOS,3,"2015-02-27 01:29:05","2015-03-03 17:55:12","2015-03-23 00:17:27",2,241.5,"Gourmet Lanchonetes","Av. Brasil, 442",Campinas,"South America",04876-786,Brazil
23590,ANTON,6,"2014-03-13 03:49:06","2014-04-07 22:16:30","2014-03-24 03:00:59",1,290.25,"The Big Cheese","89 Jefferson Way Suite 2",Portland,"North America",97201,USA
23591,TRAIH,7,"2014-03-25 13:46:35","2014-04-09 23:12:25","2014-04-20 04:57:08",1,34.75,"Rancho grande","Av. del Libertador 900","Buenos Aires","South America",1010,Argentina
23592,FAMIA,3,"2013-12-19 20:11:31","2014-01-20 22:06:03","2014-01-06 19:14:57",2,467.5,"Bólido Comidas preparadas","C/ Araquil, 67",Madrid,"Southern Europe",28023,Spain
23593,HILAA,9,"2015-10-11 06:16:41","2015-10-17 02:02:01","2015-10-12 03:40:29",1,335,"Piccolo und mehr","Geislweg 14",Salzburg,"Western Europe",5020,Austria
23594,HUNGO,1,"2014-10-06 00:31:03","2014-10-10 10:43:52","2014-10-10 09:52:49",3,369,"Piccolo und mehr","Geislweg 14",Salzburg,"Western Europe",5020,Austria
23595,TOMSP,5,"2014-07-11 06:39:02","2014-07-26 18:05:10","2014-07-27 22:35:35",2,523.5,"Trail's Head Gourmet Provisioners","722 DaVinci Blvd.",Kirkland,"North America",98034,USA
23596,CONSH,4,"2015-03-20 22:43:10","2015-04-17 03:02:22","2015-03-31 14:44:58",1,381.5,"Island Trading","Garden House Crowther Way",Cowes,"British Isles","PO31 7PJ",UK
23597,VINET,5,"2015-02-04 19:12:59","2015-02-17 12:15:42","2015-02-08 12:35:42",1,532.25,"Wartian Herkku","Torikatu 38",Oulu,Scandinavia,90110,Finland
23598,GREAL,3,"2014-04-13 02:55:17","2014-04-20 20:44:03","2014-04-22 00:19:49",3,95.75,"Richter Supermarkt","Starenweg 5","Genève","Western Europe",1204,Switzerland
23599,MORGK,5,"2013-09-04 00:37:14","2013-10-24 05:18:49","2013-09-09 01:42:04",1,355,"Blauer See Delikatessen","Forsterstr. 57",Mannheim,"Western Europe",68306,Germany
23600,NORTS,5,"2014-12-22 12:55:47","2015-01-01 08:26:57","2015-01-05 23:00:01",1,254.5,"Bólido Comidas preparadas","C/ Araquil, 67",Madrid,"Southern Europe",28023,Spain
23601,MEREP,4,"2014-11-01 06:08:40","2014-11-25 07:10:19","2014-11-16 09:23:06",3,131.5,"La maison d'Asie","1 rue Alsace-Lorraine",Toulouse,"Western Europe",31000,France
23602,LILAS,6,"2014-05-26 11:22:16","2014-06-06 11:29:49","2014-06-09 13:06:45",3,220.75,"Hungry Coyote Import Store","City Center Plaza 516 Main St.",Elgin,"North America",97827,USA
23603,PERIC,6,"2012-09-05 15:56:54","2012-09-07 02:31:43","2012-09-17 08:27:40",3,194.5,"Let's Stop N Shop","87 Polk St. Suite 5","San Francisco","North America",94117,USA
23604,COMMI,3,"2015-10-24 01:28:18","2015-10-29 06:35:39","2015-11-05 02:03:28",2,80.75,"Save-a-lot Markets","187 Suffolk Ln.",Boise,"North America",83720,USA
23605,ROMEY,8,"2015-02-02 01:40:54","2015-03-09 10:38:01","2015-02-06 21:49:18",1,84,"Galería del gastronómo","Rambla de Cataluña, 23",Barcelona,"Southern Europe",8022,Spain
23606,GODOS,1,"2015-01-27 17:05:58","2015-03-08 22:27:23","2015-02-10 10:35:21",2,413,"Richter Supermarkt","Starenweg 5","Genève","Western Europe",1204,Switzerland
23607,FOLIG,5,"2013-10-20 02:36:56","2013-11-16 02:16:42","2013-10-21 13:17:25",2,178,"Save-a-lot Markets","187 Suffolk Ln.",Boise,"North America",83720,USA
23608,TRADH,8,"2015-04-01 21:02:03","2015-04-25 07:10:49","2015-04-02 02:22:57",3,260.75,"Magazzini Alimentari Riuniti","Via Ludovico il Moro 22",Bergamo,"Southern Europe",24100,Italy
23609,GALED,9,"2015-11-01 01:50:45","2015-11-05 00:31:36","2015-11-03 12:30:18",1,303.25,"Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","Western Europe",60528,Germany
23610,SANTG,5,"2013-06-01 16:25:48","2013-06-03 21:59:17","2013-06-14 18:58:00",1,146.5,"Great Lakes Food Market","2732 Baker Blvd.",Eugene,"North America",97403,USA
23611,SPECD,6,"2015-03-21 11:56:16","2015-04-02 23:03:01","2015-04-07 16:02:04",2,292.25,"Wolski Zajazd","ul. Filtrowa 68",Warszawa,"Eastern Europe",01-012,Poland
23612,SEVES,5,"2015-08-23 06:39:56","2015-09-06 05:10:55","2015-08-27 11:26:12",2,498,"Die Wandernde Kuh","Adenauerallee 900",Stuttgart,"Western Europe",70563,Germany
23613,GALED,9,"2015-07-19 08:07:16","2015-08-11 01:42:29","2015-07-26 23:04:12",3,123.25,"Blondel père et fils","24, place Kléber",Strasbourg,"Western Europe",67000,France
23614,ANTON,7,"2015-02-17 07:12:42","2015-02-20 10:41:09","2015-03-10 08:09:23",2,170.5,"Berglunds snabbköp","Berguvsvägen  8","Luleå","Northern Europe","S-958 22",Sweden
23615,DRACD,5,"2013-02-12 11:46:19","2013-02-15 15:09:50","2013-02-14 01:32:24",3,70.75,"Hungry Coyote Import Store","City Center Plaza 516 Main St.",Elgin,"North America",97827,USA
23616,BSBEV,5,"2013-06-23 19:30:36","2013-07-02 13:03:28","2013-06-26 00:20:05",3,346.5,"Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia","Southern Europe",42100,Italy
23617,WANDK,6,"2014-03-04 03:16:59","2014-04-17 23:34:46","2014-03-09 01:03:33",3,127,"Alfred's Futterkiste","Obere Str. 57",Berlin,"Western Europe",12209,Germany
23618,QUICK,8,"2014-12-06 19:29:32","2015-01-02 12:43:50","2014-12-26 13:48:54",2,101,"Alfred's Futterkiste","Obere Str. 57",Berlin,"Western Europe",12209,Germany
23619,WARTH,8,"2015-01-04 10:53:22","2015-01-25 15:26:07","2015-01-19 02:38:06",1,147,"Cactus Comidas para llevar","Cerrito 333","Buenos Aires","South America",1010,Argentina
23620,VICTE,7,"2013-11-17 03:55:42","2013-11-28 22:41:03","2013-11-20 21:35:50",3,125,"La maison d'Asie","1 rue Alsace-Lorraine",Toulouse,"Western Europe",31000,France
23621,MORGK,8,"2013-02-06 17:56:39","2013-02-17 08:47:35","2013-02-08 13:54:46",2,102.75,LINO-Delicateses,"Ave. 5 de Mayo Porlamar","I. de Margarita","South America",4980,Venezuela
23622,LAMAI,1,"2013-10-12 20:41:06","2013-10-20 08:56:04","2013-10-15 16:12:22",3,389,"Mère Paillarde","43 rue St. Laurent","Montréal","North America","H1J 1C3",Canada
23623,RATTC,3,"2015-07-29 05:58:21","2015-08-16 13:58:10","2015-08-02 08:53:11",1,192.75,"Save-a-lot Markets","187 Suffolk Ln.",Boise,"North America",83720,USA
23624,FOLKO,7,"2012-11-28 06:10:31","2012-12-03 23:25:29","2012-11-30 12:19:40",2,200.25,"Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","Western Europe",60528,Germany
23625,BLONP,8,"2015-12-26 20:33:10","2016-01-10 16:16:09","2015-12-28 06:35:05",2,181.75,"Franchi S.p.A.","Via Monte Bianco 34",Torino,"Southern Europe",10100,Italy
23626,THEBI,7,"2014-06-15 19:51:10","2014-06-18 09:20:22","2014-06-17 18:36:15",2,146.75,"Ernst Handel","Kirchgasse 6",Graz,"Western Europe",8010,Austria
23627,HUNGC,9,"2014-10-31 10:56:10","2014-11-13 16:49:14","2014-11-08 00:29:07",2,239,GROSELLA-Restaurante,"5ª Ave. Los Palos Grandes",Caracas,"South America",1081,Venezuela
23628,PICCO,7,"2014-06-23 11:50:31","2014-07-31 00:07:47","2014-07-05 02:51:47",1,244,"Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia","Southern Europe",42100,Italy
23629,ANTON,1,"2015-02-18 23:20:25","2015-03-29 19:31:10","2015-02-23 05:13:54",3,270,"Familia Arquibaldo","Rua Orós, 92","Sao Paulo","South America",05442-030,Brazil
23630,MAISD,1,"2012-10-12 22:24:10","2012-11-04 05:18:38","2012-10-22 11:23:43",2,149,"Morgenstern Gesundkost","Heerstr. 22",Leipzig,"Western Europe",04179,Germany
23631,OLDWO,7,"2015-08-27 14:11:14","2015-09-22 05:17:09","2015-09-10 11:47:35",2,39,"Toms Spezialitäten","Luisenstr. 48","Münster","Western Europe",44087,Germany
23632,RATTC,9,"2014-11-16 18:41:34","2014-11-26 08:53:34","2014-11-20 01:00:40",1,362.5,"Océano Atlántico Ltda.","Ing. Gustavo Moncada 8585 Piso 20-A","Buenos Aires","South America",1010,Argentina
23633,FURIB,4,"2015-07-15 10:29:59","2015-07-18 05:03:04","2015-07-17 12:12:24",2,163,"Old World Delicatessen","2743 Bering St.",Anchorage,"North America",99508,USA
23634,GODOS,5,"2015-09-24 08:25:35","2015-09-28 10:56:53","2015-09-28 16:01:34",3,160.5,"Alfreds Futterkiste","Obere Str. 57",Berlin,"Western Europe",12209,Germany
23635,SEVES,5,"2014-03-19 17:23:10","2014-03-26 22:39:37","2014-03-31 08:47:20",1,25.25,Frankenversand,"Berliner Platz 43","München","Western Europe",80805,Germany
23636,BOLID,6,"2013-02-06 12:54:44","2013-02-19 11:56:52","2013-02-08 06:24:48",1,140.25,"Wolski Zajazd","ul. Filtrowa 68",Warszawa,"Eastern Europe",01-012,Poland
23637,WARTH,5,"2013-01-16 08:05:30","2013-03-05 08:42:36","2013-01-17 14:08:37",3,192.5,"Lazy K Kountry Store","12 Orchestra Terrace","Walla Walla","North America",99362,USA
23638,PARIS,5,"2014-12-25 22:29:56","2014-12-26 00:24:32","2014-12-27 08:06:37",3,406,Vaffeljernet,"Smagsloget 45","Århus","Northern Europe",8200,Denmark
23639,VAFFE,8,"2015-02-23 04:59:28","2015-03-15 16:56:51","2015-03-05 01:06:20",1,113.25,"The Cracker Box","55 Grizzly Peak Rd.",Butte,"North America",59801,USA
23640,COMMI,5,"2015-10-19 20:41:21","2015-10-25 02:09:57","2015-11-04 07:21:55",2,423.75,"B's Beverages","Fauntleroy Circus",London,"British Isles","EC2 5NT",UK
23641,LAMAI,5,"2015-04-14 12:56:23","2015-05-21 15:53:35","2015-04-16 07:29:59",3,184.75,"Familia Arquibaldo","Rua Orós, 92","Sao Paulo","South America",05442-030,Brazil
23642,BSBEV,8,"2015-10-11 21:52:31","2015-10-26 02:22:12","2015-10-15 09:46:01",3,480.25,"Trail's Head Gourmet Provisioners","722 DaVinci Blvd.",Kirkland,"North America",98034,USA
23643,RICSU,2,"2016-01-10 16:55:27","2016-01-27 00:17:12","2016-01-17 03:01:52",1,232.25,"Santé Gourmet","Erling Skakkes gate 78",Stavern,Scandinavia,4110,Norway
23644,HILAA,3,"2014-04-25 23:02:36","2014-05-13 15:40:13","2014-04-29 09:31:38",3,344.25,"Island Trading","Garden House Crowther Way",Cowes,"British Isles","PO31 7PJ",UK
23645,FRANK,5,"2012-09-08 03:49:45","2012-10-05 16:30:18","2012-09-09 10:55:34",2,147,"Blondel père et fils","24, place Kléber",Strasbourg,"Western Europe",67000,France
23646,FOLKO,7,"2014-12-04 21:20:35","2014-12-13 09:40:27","2014-12-06 09:56:22",1,496,"Rattlesnake Canyon Grocery","2817 Milton Dr.",Albuquerque,"North America",87110,USA
23647,WELLI,6,"2013-06-12 18:31:02","2013-06-14 09:48:58","2013-06-18 14:12:28",2,409.75,"Morgenstern Gesundkost","Heerstr. 22",Leipzig,"Western Europe",04179,Germany
23648,HUNGC,8,"2012-09-29 22:16:52","2012-10-14 11:06:16","2012-10-09 15:27:48",3,297.25,North/South,"South House 300 Queensbridge",London,"British Isles","SW7 1RZ",UK
23649,FRANS,4,"2015-07-31 13:06:08","2015-09-12 22:56:02","2015-08-03 19:23:49",2,411.75,"La corne d'abondance","67, avenue de l'Europe",Versailles,"Western Europe",78000,France
23650,LAUGB,6,"2012-10-30 03:23:06","2012-11-12 13:53:17","2012-11-21 19:45:55",2,479.75,"Folies gourmandes","184, chaussée de Tournai",Lille,"Western Europe",59000,France
23651,RATTC,2,"2015-11-08 00:22:44","2015-12-18 20:18:38","2015-11-08 08:25:24",1,356.25,"Hungry Coyote Import Store","City Center Plaza 516 Main St.",Elgin,"North America",97827,USA
23652,FRANR,8,"2015-08-17 23:46:12","2015-08-29 05:53:29","2015-08-31 06:47:35",2,248.25,"White Clover Markets","1029 - 12th Ave. S.",Seattle,"North America",98124,USA
23653,FOLIG,9,"2014-02-15 22:54:33","2014-04-02 12:59:40","2014-02-18 03:19:36",3,198.75,"Toms Spezialitäten","Luisenstr. 48","Münster","Western Europe",44087,Germany
23654,WOLZA,4,"2013-05-21 12:51:42","2013-06-27 02:22:28","2013-06-11 03:03:40",2,202.75,"Seven Seas Imports","90 Wadhurst Rd.",London,"British Isles","OX15 4NB",UK
23655,BONAP,1,"2013-11-25 11:59:46","2013-12-22 22:29:57","2013-12-10 19:51:12",2,92,"Godos Cocina Típica","C/ Romero, 33",Sevilla,"Southern Europe",41101,Spain
23656,LONEP,7,"2013-06-06 17:59:15","2013-06-26 07:50:56","2013-06-07 10:33:23",2,250.25,"Du monde entier","67, rue des Cinquante Otages",Nantes,"Western Europe",44000,France
23657,GROSR,5,"2013-09-09 03:43:43","2013-09-21 07:11:56","2013-09-21 13:18:02",2,166.5,"La corne d'abondance","67, avenue de l'Europe",Versailles,"Western Europe",78000,France
23658,WANDK,8,"2014-06-02 23:25:36","2014-07-13 01:12:47","2014-06-04 04:09:55",3,330,"Ana Trujillo Emparedados y helados","Avda. de la Constitución 2222","México D.F.","Central America",05021,Mexico
23659,LONEP,6,"2013-07-09 19:33:02","2013-07-14 15:12:49","2013-07-18 17:41:02",1,176.75,"Maison Dewey","Rue Joseph-Bens 532",Bruxelles,"Western Europe",B-1180,Belgium
23660,RANCH,4,"2013-02-21 19:04:00","2013-03-27 23:58:55","2013-03-04 07:29:15",1,485,"B's Beverages","Fauntleroy Circus",London,"British Isles","EC2 5NT",UK
23661,GREAL,3,"2015-04-09 13:38:10","2015-04-23 07:52:26","2015-04-20 08:21:44",2,381,"Around the Horn","Brook Farm Stratford St. Mary",Colchester,"British Isles","CO7 6JX",UK
23662,LAMAI,2,"2015-06-14 04:11:25","2015-07-14 14:39:58","2015-07-05 00:54:44",3,391,"Wilman Kala","Keskuskatu 45",Helsinki,Scandinavia,21240,Finland
23663,QUEDE,9,"2015-06-08 08:58:39","2015-06-26 12:04:13","2015-06-15 19:59:21",3,100.75,"Hungry Coyote Import Store","City Center Plaza 516 Main St.",Elgin,"North America",97827,USA
23664,MORGK,3,"2015-10-12 16:23:24","2015-10-13 20:11:20","2015-10-13 19:52:02",1,156.75,"Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","Western Europe",60528,Germany
23665,FRANR,2,"2014-01-05 04:47:33","2014-01-07 10:43:07","2014-01-12 00:30:28",1,312.25,"Piccolo und mehr","Geislweg 14",Salzburg,"Western Europe",5020,Austria
23666,TRAIH,2,"2015-08-31 06:19:55","2015-09-07 13:47:54","2015-09-06 09:58:56",2,52.5,"Folies gourmandes","184, chaussée de Tournai",Lille,"Western Europe",59000,France
23667,SPLIR,6,"2013-11-06 08:55:44","2013-11-27 08:05:40","2013-11-07 18:07:51",3,379.5,"Richter Supermarkt","Starenweg 5","Genève","Western Europe",1204,Switzerland
23668,CENTC,4,"2013-05-27 16:53:47","2013-07-07 02:32:47","2013-06-01 10:44:37",3,98.5,LINO-Delicateses,"Ave. 5 de Mayo Porlamar","I. de Margarita","South America",4980,Venezuela
23669,WANDK,7,"2013-07-21 12:38:51","2013-08-03 22:22:47","2013-07-22 18:54:47",2,456,"Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","South America",05454-876,Brazil
23670,VICTE,2,"2014-06-20 10:11:02","2014-07-26 18:06:06","2014-06-30 04:40:04",3,198.25,"Princesa Isabel Vinhos","Estrada da saúde n. 58",Lisboa,"Southern Europe",1756,Portugal
23671,FOLKO,3,"2012-08-09 15:40:06","2012-09-19 10:29:59","2012-08-11 21:38:56",2,142.5,North/South,"South House 300 Queensbridge",London,"British Isles","SW7 1RZ",UK
23672,CONSH,1,"2015-01-06 08:02:19","2015-01-10 04:59:20","2015-01-13 23:36:17",3,299.5,"Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","South America",05454-876,Brazil
23673,WELLI,6,"2012-09-29 13:21:13","2012-10-28 15:23:35","2012-10-15 15:04:40",1,68.25,"Split Rail Beer & Ale","P.O. Box 555",Lander,"North America",82520,USA
23674,FAMIA,3,"2016-01-15 15:37:46","2016-01-24 03:48:17","2016-01-16 09:11:53",2,489.5,"The Cracker Box","55 Grizzly Peak Rd.",Butte,"North America",59801,USA
23675,SPECD,7,"2013-12-26 18:56:20","2013-12-28 04:59:22","2013-12-30 19:38:42",3,55.25,"Galería del gastronómo","Rambla de Cataluña, 23",Barcelona,"Southern Europe",8022,Spain
23676,GOURL,9,"2012-12-17 01:08:58","2012-12-23 05:37:54","2012-12-25 15:23:20",3,375.5,"Vins et alcools Chevalier","59 rue de l'Abbaye",Reims,"Western Europe",51100,France
23677,BLONP,5,"2014-08-20 12:04:53","2014-09-19 15:54:38","2014-08-27 09:31:16",2,379.25,"Tradiçao Hipermercados","Av. Inês de Castro, 414","Sao Paulo","South America",05634-030,Brazil
23678,GROSR,2,"2015-11-20 11:05:10","2015-12-15 20:41:05","2015-12-08 10:51:35",2,451.5,"Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","South America",02389-890,Brazil
23679,ANTON,2,"2014-03-29 01:09:06","2014-03-29 10:41:29","2014-04-01 22:41:49",2,105.5,"Wolski Zajazd","ul. Filtrowa 68",Warszawa,"Eastern Europe",01-012,Poland
23680,DUMON,2,"2012-12-13 13:37:05","2012-12-23 19:24:39","2013-01-02 13:13:17",2,489,"Piccolo und mehr","Geislweg 14",Salzburg,"Western Europe",5020,Austria
23681,TORTU,3,"2013-10-07 09:00:18","2013-11-09 05:57:51","2013-10-21 16:51:46",3,208.25,"Toms Spezialitäten","Luisenstr. 48","Münster","Western Europe",44087,Germany
23682,WILMK,2,"2012-11-25 23:39:13","2012-12-04 06:26:44","2012-12-05 19:06:59",3,216.5,"Wilman Kala","Keskuskatu 45",Helsinki,Scandinavia,21240,Finland
23683,GALED,1,"2013-09-07 16:16:48","2013-09-17 10:34:00","2013-09-25 06:27:30",1,219,"Blauer See Delikatessen","Forsterstr. 57",Mannheim,"Western Europe",68306,Germany
23684,GODOS,8,"2013-05-11 08:44:53","2013-05-11 09:25:09","2013-05-25 08:26:02",2,340.5,"Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia","Southern Europe",42100,Italy
23685,BERGS,5,"2015-12-19 05:30:21","2016-01-13 17:08:40","2015-12-19 20:28:16",1,389.25,"Cactus Comidas para llevar","Cerrito 333","Buenos Aires","South America",1010,Argentina
23686,MAGAA,9,"2014-02-14 20:39:43","2014-04-11 22:14:52","2014-02-20 19:37:10",1,330.75,QUICK-Stop,"Taucherstraße 10",Cunewalde,"Western Europe",01307,Germany
23687,FRANS,7,"2012-09-27 17:46:04","2012-10-10 21:58:32","2012-09-29 16:09:31",3,195.75,"Königlich Essen","Maubelstr. 90",Brandenburg,"Western Europe",14776,Germany
23688,ANTON,2,"2013-05-17 04:07:39","2013-05-25 05:23:53","2013-05-23 22:47:35",1,462.25,HILARION-Abastos,"Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","South America",5022,Venezuela
23689,BOLID,5,"2014-03-20 06:05:19","2014-04-11 17:42:54","2014-03-30 22:07:50",2,382.5,"Romero y tomillo","Gran Vía, 1",Madrid,"Southern Europe",28001,Spain
23690,THEBI,5,"2014-02-28 11:48:41","2014-03-20 16:22:45","2014-03-01 07:47:56",1,161.75,"Blondel père et fils","24, place Kléber",Strasbourg,"Western Europe",67000,France
23691,CONSH,7,"2013-07-17 04:18:02","2013-08-06 06:10:55","2013-07-20 05:12:05",3,327.5,"Pericles Comidas clásicas","Calle Dr. Jorge Cash 321","México D.F.","Central America",05033,Mexico
23692,BSBEV,5,"2014-03-06 18:54:29","2014-03-20 17:24:05","2014-04-02 10:52:36",3,564.75,"Folk och fä HB","Åkergatan 24","Bräcke","Northern Europe","S-844 67",Sweden
23693,OTTIK,6,"2013-12-31 11:33:11","2014-01-14 07:06:42","2014-01-03 04:57:58",2,501.5,Vaffeljernet,"Smagsloget 45","Århus","Northern Europe",8200,Denmark
23694,TORTU,8,"2013-01-22 00:30:54","2013-03-13 14:05:51","2013-01-30 16:01:54",2,139.25,"Comércio Mineiro","Av. dos Lusíadas, 23","Sao Paulo","South America",05432-043,Brazil
23695,BONAP,9,"2013-05-12 12:41:19","2013-05-16 20:15:53","2013-05-13 01:15:44",1,468.25,"Tortuga Restaurante","Avda. Azteca 123","México D.F.","Central America",05033,Mexico
23696,WARTH,8,"2014-10-28 14:08:16","2014-11-07 07:43:41","2014-10-31 17:03:54",2,193.5,"Great Lakes Food Market","2732 Baker Blvd.",Eugene,"North America",97403,USA
23697,PARIS,8,"2015-07-21 17:21:51","2015-08-03 18:02:45","2015-07-28 15:53:12",2,241.25,"Du monde entier","67, rue des Cinquante Otages",Nantes,"Western Europe",44000,France
23698,PARIS,1,"2015-06-14 21:19:05","2015-06-23 20:21:09","2015-07-07 06:33:10",3,158.75,"Centro comercial Moctezuma","Sierras de Granada 9993","México D.F.","Central America",05022,Mexico
23699,SPLIR,7,"2015-11-13 05:21:18","2015-11-20 04:20:55","2015-11-17 18:03:59",2,301.25,GROSELLA-Restaurante,"5ª Ave. Los Palos Grandes",Caracas,"South America",1081,Venezuela
23700,DRACD,5,"2013-06-20 08:55:46","2013-07-27 01:23:50","2013-07-04 09:52:21",2,186,"Wilman Kala","Keskuskatu 45",Helsinki,Scandinavia,21240,Finland
23701,MAGAA,4,"2014-05-12 11:33:06","2014-06-12 19:16:07","2014-05-23 19:31:35",3,168.5,"Mère Paillarde","43 rue St. Laurent","Montréal","North America","H1J 1C3",Canada
23702,HUNGC,5,"2013-08-13 20:04:31","2013-08-29 12:39:41","2013-08-26 12:30:19",1,214.5,"Königlich Essen","Maubelstr. 90",Brandenburg,"Western Europe",14776,Germany
23703,REGGC,6,"2013-05-12 10:38:51","2013-06-15 20:07:01","2013-05-15 20:51:47",1,361.75,"Antonio Moreno Taquería","Mataderos  2312","México D.F.","Central America",05023,Mexico
23704,ERNSH,1,"2013-12-12 13:19:16","2014-01-05 03:34:17","2013-12-13 08:57:11",2,297.75,"Rattlesnake Canyon Grocery","2817 Milton Dr.",Albuquerque,"North America",87110,USA
23705,MAISD,9,"2013-03-05 06:13:19","2013-03-09 02:24:42","2013-03-06 10:35:15",3,143,"Berglunds snabbköp","Berguvsvägen  8","Luleå","Northern Europe","S-958 22",Sweden
23706,BONAP,2,"2015-08-03 23:20:34","2015-08-10 16:52:35","2015-08-09 19:03:13",3,176,"Lazy K Kountry Store","12 Orchestra Terrace","Walla Walla","North America",99362,USA
23707,ANATR,7,"2014-11-22 11:36:08","2014-11-26 22:34:49","2014-12-07 20:36:33",3,275.25,"Wellington Importadora","Rua do Mercado, 12",Resende,"South America",08737-363,Brazil
23708,MAGAA,7,"2013-12-14 21:34:05","2013-12-23 07:28:56","2013-12-15 19:56:18",1,416.25,"Hungry Coyote Import Store","City Center Plaza 516 Main St.",Elgin,"North America",97827,USA
23709,VAFFE,2,"2015-05-19 22:27:44","2015-06-21 10:21:14","2015-05-22 09:34:15",3,245.5,"Victuailles en stock","2, rue du Commerce",Lyon,"Western Europe",69004,France
23710,FISSA,5,"2014-03-15 07:49:49","2014-03-27 10:29:06","2014-03-16 00:30:10",3,381.25,"La maison d'Asie","1 rue Alsace-Lorraine",Toulouse,"Western Europe",31000,France
23711,ALFKI,2,"2012-12-26 18:14:25","2013-01-04 17:51:10","2012-12-28 22:21:38",3,294.75,"Mère Paillarde","43 rue St. Laurent","Montréal","North America","H1J 1C3",Canada
23712,LINOD,5,"2014-10-05 16:27:49","2014-10-24 13:02:35","2014-10-08 08:51:02",1,506,"The Big Cheese","89 Jefferson Way Suite 2",Portland,"North America",97201,USA
23713,LONEP,4,"2013-03-02 11:27:00","2013-03-15 23:54:41","2013-03-20 09:44:08",3,291.5,"Bólido Comidas preparadas","C/ Araquil, 67",Madrid,"Southern Europe",28023,Spain
23714,MAGAA,9,"2013-12-24 22:24:11","2014-01-20 03:50:41","2013-12-28 21:21:58",3,252.75,North/South,"South House 300 Queensbridge",London,"British Isles","SW7 1RZ",UK
23715,QUEDE,6,"2013-11-03 17:36:02","2013-11-19 07:26:19","2013-11-10 02:32:25",1,365.75,"Alfreds Futterkiste","Obere Str. 57",Berlin,"Western Europe",12209,Germany
23716,BLAUS,5,"2015-10-07 23:08:39","2015-10-16 07:02:36","2015-10-10 07:41:26",3,175.5,"Comércio Mineiro","Av. dos Lusíadas, 23","Sao Paulo","South America",05432-043,Brazil
23717,ISLAT,4,"2012-10-09 17:01:44","2012-10-24 08:21:19","2012-10-18 22:33:32",1,132.75,HILARION-Abastos,"Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","South America",5022,Venezuela
23718,TRADH,7,"2012-10-05 07:59:45","2012-10-28 22:05:04","2012-10-05 16:42:44",2,157,"Simons bistro","Vinbæltet 34",Kobenhavn,"Northern Europe",1734,Denmark
23719,PICCO,6,"2015-09-14 17:24:51","2015-10-21 08:03:10","2015-09-20 22:45:06",1,68.75,"Godos Cocina Típica","C/ Romero, 33",Sevilla,"Southern Europe",41101,Spain
23720,RATTC,8,"2012-07-18 17:09:46","2012-07-30 10:55:02","2012-07-30 23:10:45",2,218,"Wellington Importadora","Rua do Mercado, 12",Resende,"South America",08737-363,Brazil
23721,HANAR,8,"2014-03-24 04:44:28","2014-04-20 03:13:53","2014-03-25 19:46:25",2,174.5,"Océano Atlántico Ltda.","Ing. Gustavo Moncada 8585 Piso 20-A","Buenos Aires","South America",1010,Argentina
23722,LONEP,9,"2015-10-04 17:04:36","2015-10-18 21:04:52","2015-10-20 03:54:49",2,172.25,"Ernst Handel","Kirchgasse 6",Graz,"Western Europe",8010,Austria
23723,LAUGB,8,"2014-01-11 18:43:39","2014-02-10 15:04:00","2014-01-15 10:46:45",1,314,"Blauer See Delikatessen","Forsterstr. 57",Mannheim,"Western Europe",68306,Germany
23724,DUMON,4,"2014-08-01 04:26:06","2014-08-21 21:58:17","2014-08-10 02:05:33",2,409.75,"Gourmet Lanchonetes","Av. Brasil, 442",Campinas,"South America",04876-786,Brazil
23725,KOENE,3,"2012-11-21 14:04:54","2012-12-15 12:21:02","2012-11-23 18:14:05",2,88.75,"Lonesome Pine Restaurant","89 Chiaroscuro Rd.",Portland,"North America",97219,USA
23726,LAUGB,4,"2016-02-11 13:27:12","2016-02-17 09:22:33","2016-02-12 10:53:57",2,291.75,"Simons bistro","Vinbæltet 34",Kobenhavn,"Northern Europe",1734,Denmark
23727,QUEEN,4,"2014-08-02 04:21:55","2014-09-16 07:55:50","2014-08-07 13:47:16",2,117,"Wartian Herkku","Torikatu 38",Oulu,Scandinavia,90110,Finland
